,,0,h,l,c,,,EMA12,EMA26,DIF,DEA
2017.03.23,12:00,18992.5,19021.5,18987.5,19011.5,491,,,,,
2017.03.23,13:00,19007.5,19031.5,18996.5,19026.5,576,,,,,
2017.03.23,14:00,19027.5,19041.5,19010.5,19032.5,322,,,,,
2017.03.23,15:00,19036.5,19036.5,18991.5,18991.5,423,,,,,
2017.03.23,16:00,18991.5,19001.5,18941.5,18986.5,2006,,,,,
2017.03.23,17:00,18987.5,19051.5,18977.5,19031.5,1339,,,,,
2017.03.23,18:00,19032.5,19096.5,19021.5,19076.5,1001,,,,,
2017.03.23,19:00,19072.5,19121.5,19066.5,19121.5,715,,,,,
2017.03.23,20:00,19121.5,19121.5,19026.5,19066.5,3071,,,,,
2017.03.23,21:00,19061.5,19091.5,19056.5,19072.5,830,,,,,
2017.03.23,22:00,19071.5,19076.5,18996.5,19051.5,2434,,,,,
2017.03.23,23:00,19047.5,19049,19026.5,19031.5,121,,,,,
2017.03.24,2:00,19067.5,19096.5,19056.5,19061.5,355,,,,,
2017.03.24,3:00,19062.5,19221.5,19046.5,19206.5,1627,,,,,
2017.03.24,4:00,19202.5,19292.5,19177.5,19226.5,1613,,,,,
2017.03.24,5:00,19227.5,19276.5,19216.5,19257.5,1060,,,,,
2017.03.24,6:00,19256.5,19261.5,19176.5,19226.5,969,,,,,
2017.03.24,7:00,19227.5,19256.5,19221.5,19236.5,441,,,,,
2017.03.24,8:00,19237.5,19276.5,19236.5,19256.5,972,,,,,
2017.03.24,9:00,19252.5,19291.5,19246.5,19256.5,405,,,,,
2017.03.24,10:00,19252.5,19256.5,19221.5,19241.5,599,,,,,
2017.03.24,11:00,19239.5,19241.5,19197.5,19201.5,925,,,,,
2017.03.24,12:00,19204.5,19209.5,19191.5,19196.5,293,,,,,
2017.03.24,13:00,19194.5,19194.5,19156.5,19161.5,346,,,,,
2017.03.24,14:00,19162.5,19211.5,19161.5,19181.5,501,,,,,
2017.03.24,15:00,19179.5,19211.5,19176.5,19199.5,465,,,,,
2017.03.24,16:00,19197.5,19246.5,19196.5,19239.5,937,,,,,
2017.03.24,17:00,19241.5,19261.5,19224.5,19246.5,821,,,,,
2017.03.24,18:00,19247.5,19249.5,19214.5,19231.5,628,,,,,
2017.03.24,19:00,19227.5,19236.5,19184.5,19206.5,2632,,,,,
2017.03.24,20:00,19204.5,19219.5,19184.5,19191.5,1678,,,,,
2017.03.24,21:00,19194.5,19201.5,19156.5,19156.5,1046,,,,,
2017.03.24,22:00,19157.5,19246.5,19116.5,19216.5,4225,,,,,
2017.03.24,23:00,19217.5,19236.5,19216.5,19221.5,210,,,,,
2017.03.27,2:00,19092.5,19112.5,19001.5,19046.5,851,,,,,
2017.03.27,3:00,19047.5,19081.5,18971.5,18977.5,1598,,,,,
2017.03.27,4:00,18972.5,18986.5,18917.5,18960.5,1377,,,,,
2017.03.27,5:00,18956.5,18985.5,18950.5,18961.5,524,,,,,
2017.03.27,6:00,18960.5,19005.5,18960.5,18986.5,542,,,,,
2017.03.27,7:00,18985.5,19005.5,18950.5,18980.5,384,,,,,
2017.03.27,8:00,18976.5,18980.5,18940.5,18960.5,898,,,,,
2017.03.27,9:00,18958.5,18970.5,18866.5,18905.5,911,,,,,
2017.03.27,10:00,18901.5,18940.5,18895.5,18903.5,653,,,,,
2017.03.27,11:00,18905.5,18955.5,18900.5,18945.5,694,,,,,
2017.03.27,12:00,18946.5,18980.5,18946.5,18950.5,337,,,,,
2017.03.27,13:00,18951.5,18970.5,18950.5,18970.5,150,,,,,
2017.03.27,14:00,18966.5,18970.5,18915.5,18915.5,321,,,,,
2017.03.27,15:00,18916.5,18925.5,18895.5,18920.5,476,,,,,
2017.03.27,16:00,18918.5,18970.5,18895.5,18963.5,1814,,,,,
2017.03.27,17:00,18963.5,19005.5,18948.5,19000.5,1872,,,,,
2017.03.27,18:00,18996.5,19035.5,18976.5,19010.5,818,,,,,
2017.03.27,19:00,19006.5,19075.5,19000.5,19070.5,755,,,,,
2017.03.27,20:00,19073,19110.5,19065.5,19075.5,1221,,,,,
2017.03.27,21:00,19078.5,19095.5,19050.5,19093.5,881,,,,,
2017.03.27,22:00,19093.5,19125.5,19088.5,19110.5,1334,,,,,
2017.03.27,23:00,19106.5,19115.5,19105.5,19115.5,36,,,,,
2017.03.28,2:00,19143,19201.5,19140.5,19140.5,515,,,,,
2017.03.28,3:00,19145.5,19190.5,19135.5,19160.5,923,,,,,
2017.03.28,4:00,19161.5,19165.5,19100.5,19145.5,764,,,,,
2017.03.28,5:00,19146.5,19190.5,19146.5,19175.5,357,,,,,
2017.03.28,6:00,19176.5,19200.5,19170.5,19185.5,430,,,,,
2017.03.28,7:00,19186.5,19190.5,19160.5,19166.5,267,,,,,
2017.03.28,8:00,19165.5,19185.5,19155.5,19180.5,497,,,,,
2017.03.28,9:00,19181.5,19186.5,19155.5,19170.5,423,,,,,
2017.03.28,10:00,19166.5,19185.5,19135.5,19170.5,491,,,,,
2017.03.28,11:00,19167.5,19190.5,19155.5,19190.5,326,,,,,
2017.03.28,12:00,19186.5,19186.5,19168.5,19176.5,231,,,,,
2017.03.28,13:00,19175.5,19180.5,19165.5,19170.5,198,,,,,
2017.03.28,14:00,19168.5,19175.5,19125.5,19140.5,336,,,,,
2017.03.28,15:00,19141.5,19145.5,19073.5,19086.5,521,,,,,
2017.03.28,16:00,19090.5,19130.5,19065.5,19075.5,849,,,,,
2017.03.28,17:00,19076.5,19130.5,19076.5,19126.5,1650,,,,,
2017.03.28,18:00,19130.5,19195.5,19125.5,19190.5,875,,,,,
2017.03.28,19:00,19186.5,19215.5,19180.5,19200.5,336,,,,,
2017.03.28,20:00,19201.5,19285.5,19201.5,19280.5,547,,,,,
2017.03.28,21:00,19281.5,19330.5,19275.5,19300.5,1008,,,,,
2017.03.28,22:00,19301.5,19340.5,19300.5,19325.5,941,,,,,
2017.03.28,23:00,19321.5,19325.5,19315.5,19316.5,22,,,,,
2017.03.29,2:00,19183.5,19203.5,19163.5,19198.5,461,,,,,
2017.03.29,3:00,19197.5,19243.5,19157.5,19178.5,1178,,,,,
2017.03.29,4:00,19177.5,19192.5,19153.5,19192.5,429,,,,,
2017.03.29,5:00,19193.5,19212.5,19165.5,19167.5,595,,,,,
2017.03.29,6:00,19168.5,19197.5,19162.5,19177.5,382,,,,,
2017.03.29,7:00,19173.5,19202.5,19170.5,19198.5,496,,,,,
2017.03.29,8:00,19202.5,19212.5,19168.5,19190,508,,,,,
2017.03.29,9:00,19188.5,19222.5,19178.5,19198.5,454,,,,,
2017.03.29,10:00,19197.5,19212.5,19172.5,19197.5,712,,,,,
2017.03.29,11:00,19195.5,19207.5,19157.5,19157.5,550,,,,,
2017.03.29,12:00,19158.5,19167.5,19132.5,19152.5,299,,,,,
2017.03.29,13:00,19150.5,19152.5,19137.5,19142.5,294,,,,,
2017.03.29,14:00,19140.5,19140.5,19096.5,19112.5,601,,,,,
2017.03.29,15:00,19111.5,19142.5,19097.5,19121.5,589,,,,,
2017.03.29,16:00,19121.5,19141.5,19092.5,19121.5,1180,,,,,
2017.03.29,17:00,19122.5,19172.5,19108.5,19157.5,1525,,,,,
2017.03.29,18:00,19156.5,19166.5,19127.5,19147.5,1061,,,,,
2017.03.29,19:00,19146.5,19166.5,19133.5,19136.5,518,,,,,
2017.03.29,20:00,19136.5,19161.5,19132.5,19157.5,648,,,,,
2017.03.29,21:00,19156.5,19167.5,19147.5,19156.5,432,,,,,
2017.03.29,22:00,19157.5,19157.5,19137.5,19148.5,471,,,,,
2017.03.29,23:00,19147.5,19162.5,19147.5,19152.5,101,,,,,
2017.03.30,2:00,19158.5,19162.5,19132.5,19147.5,288,,,,,
2017.03.30,3:00,19146.5,19207.5,19131.5,19172.5,1236,,,,,
2017.03.30,4:00,19176.5,19182.5,19141.5,19157.5,706,,,,,
2017.03.30,5:00,19158.5,19172.5,19128.5,19132.5,549,,,,,
2017.03.30,6:00,19128.5,19152.5,19117.5,19135.5,600,,,,,
2017.03.30,7:00,19135.5,19145.5,19095.5,19097.5,540,,,,,
2017.03.30,8:00,19093.5,19097.5,19030.5,19042.5,1027,,,,,
2017.03.30,9:00,19040.5,19070.5,19022.5,19052.5,678,,,,,
2017.03.30,10:00,19057.5,19064.5,19028.5,19055.5,576,,,,,
2017.03.30,11:00,19055.5,19060.5,19012.5,19022.5,368,,,,,
2017.03.30,12:00,19020.5,19055.5,19015.5,19045.5,477,,,,,
2017.03.30,13:00,19045,19055.5,19032.5,19055.5,276,,,,,
2017.03.30,14:00,19048.5,19060.5,19037.5,19055.5,320,,,,,
2017.03.30,15:00,19055.5,19112.5,19048.5,19087.5,535,,,,,
2017.03.30,16:00,19085.5,19102.5,19048.5,19087.5,1842,,,,,
2017.03.30,17:00,19090.5,19122.5,19085.5,19120.5,1118,,,,,
2017.03.30,18:00,19117.5,19132.5,19105.5,19112.5,989,,,,,
2017.03.30,19:00,19110.5,19122.5,19102.5,19117.5,476,,,,,
2017.03.30,20:00,19117.5,19137.5,19113.5,19126.5,673,,,,,
2017.03.30,21:00,19126.5,19161.5,19122.5,19156.5,503,,,,,
2017.03.30,22:00,19157.5,19182.5,19152.5,19177.5,454,,,,,
2017.03.30,23:00,19173.5,19177.5,19172.5,19172.5,28,,,,,
2017.03.31,2:00,19188.5,19188.5,19162.5,19166.5,296,,,,,
2017.03.31,3:00,19166.5,19175.5,19132.5,19165.5,1146,,,,,
2017.03.31,4:00,19165.5,19175.5,19137.5,19137.5,760,,,,,
2017.03.31,5:00,19138.5,19200.5,19138.5,19170.5,591,,,,,
2017.03.31,6:00,19162.5,19180.5,19132.5,19145.5,573,,,,,
2017.03.31,7:00,19145.5,19150.5,19057.5,19062.5,785,,,,,
2017.03.31,8:00,19060.5,19062.5,18922.5,18930.5,1846,,,,,
2017.03.31,9:00,18930.5,18950.5,18877.5,18940.5,1146,,,,,
2017.03.31,10:00,18940.5,18977.5,18922.5,18945.5,679,,,,,
2017.03.31,11:00,18945.5,18965.5,18930.5,18952.5,446,,,,,
2017.03.31,12:00,18955.5,18987.5,18947.5,18980.5,671,,,,,
2017.03.31,13:00,18972.5,18985.5,18942.5,18942.5,249,,,,,
2017.03.31,14:00,18945.5,18965.5,18942.5,18952.5,179,,,,,
2017.03.31,15:00,18955.5,19012.5,18955.5,18992.5,415,,,,,
2017.03.31,16:00,18997.5,19007.5,18927.5,18957.5,514,,,,,
2017.03.31,17:00,18957.5,18982.5,18922.5,18922.5,895,,,,,
2017.03.31,18:00,18927.5,18965.5,18917.5,18927.5,401,,,,,
2017.03.31,19:00,18937.5,18957.5,18922.5,18932.5,165,,,,,
2017.03.31,20:00,18942.5,18972.5,18932.5,18942.5,129,,,,,
2017.03.31,21:00,18937.5,18947.5,18907.5,18917.5,200,,,,,
2017.03.31,22:00,18927.5,18968.5,18922.5,18957.5,308,,,,,
2017.03.31,23:00,18952.5,18962.5,18942.5,18947.5,83,,,,,
2017.04.03,2:00,18937.5,18983.5,18937.5,18972.5,383,,,,,
2017.04.03,3:00,18975,18977.5,18912.5,18953.5,1305,,,,,
2017.04.03,4:00,18952.5,18982.5,18942.5,18967.5,759,,,,,
2017.04.03,5:00,18968.5,18982.5,18962.5,18977.5,365,,,,,
2017.04.03,6:00,18978.5,18992.5,18922.5,18928.5,458,,,,,
2017.04.03,7:00,18932.5,18962.5,18928.5,18947.5,311,,,,,
2017.04.03,8:00,18948.5,19062.5,18948.5,18987.5,853,,,,,
2017.04.03,9:00,18988.5,19062.5,18977.5,19052.5,481,,,,,
2017.04.03,10:00,19048.5,19052.5,19012.5,19032.5,372,,,,,
2017.04.03,11:00,19028.5,19032.5,18997.5,19012.5,255,,,,,
2017.04.03,12:00,19013.5,19022.5,18997.5,19022.5,210,,,,,
2017.04.03,13:00,19023.5,19037.5,19017.5,19022.5,218,,,,,
2017.04.03,14:00,19018.5,19022.5,19012.5,19012.5,138,,,,,
2017.04.03,15:00,19008.5,19012.5,18992.5,19007.5,321,,,,,
2017.04.03,16:00,19003.5,19022.5,18997.5,18997.5,771,,,,,
2017.04.03,17:00,19002.5,19007.5,18923.5,18932.5,1089,,,,,
2017.04.03,18:00,18937.5,18962.5,18917.5,18922.5,1291,,,,,
2017.04.03,19:00,18922.5,18957.5,18897.5,18957.5,594,,,,,
2017.04.03,20:00,18957.5,18977.5,18937.5,18957.5,563,,,,,
2017.04.03,21:00,18957.5,18982.5,18932.5,18972.5,663,,,,,
2017.04.03,22:00,18967.5,19002.5,18967.5,18987.5,759,,,,,
2017.04.03,23:00,18983.5,18992.5,18977.5,18982.5,70,,,,,
2017.04.04,2:00,18963.5,18963.5,18903.5,18912.5,353,,,,,
2017.04.04,3:00,18908.5,18927.5,18832.5,18917.5,1899,,,,,
2017.04.04,4:00,18918.5,18922.5,18872.5,18922.5,786,,,,,
2017.04.04,5:00,18918.5,18937.5,18882.5,18883.5,757,,,,,
2017.04.04,6:00,18887.5,18887.5,18838.5,18857.5,726,,,,,
2017.04.04,7:00,18858.5,18862.5,18692.5,18762.5,1646,,,,,
2017.04.04,8:00,18763.5,18812.5,18742.5,18807.5,1479,,,,,
2017.04.04,9:00,18803.5,18817.5,18753.5,18796.5,661,,,,,
2017.04.04,10:00,18792.5,18822.5,18762.5,18772.5,584,,,,,
2017.04.04,11:00,18771.5,18797.5,18747.5,18781.5,454,,,,,
2017.04.04,12:00,18777.5,18787.5,18761.5,18772.5,485,,,,,
2017.04.04,13:00,18773.5,18787.5,18762.5,18782.5,401,,,,,
2017.04.04,14:00,18781.5,18791.5,18767.5,18771.5,405,,,,,
2017.04.04,15:00,18772.5,18797.5,18757.5,18797.5,487,,,,,
2017.04.04,16:00,18796.5,18851.5,18787.5,18817.5,1231,,,,,
2017.04.04,17:00,18821.5,18847.5,18787.5,18822.5,1634,,,,,
2017.04.04,18:00,18826.5,18907.5,18817.5,18886.5,1142,,,,,
2017.04.04,19:00,18886.5,18902.5,18872.5,18876.5,749,,,,,
2017.04.04,20:00,18876.5,18891.5,18867.5,18887.5,366,,,,,
2017.04.04,21:00,18891.5,18897.5,18877.5,18877.5,549,,,,,
2017.04.04,22:00,18881.5,18901.5,18873.5,18882.5,521,,,,,
2017.04.04,23:00,18883.5,18902.5,18883.5,18902.5,63,,,,,
2017.04.05,2:00,18932.5,18937.5,18887.5,18891.5,242,,,,,
2017.04.05,3:00,18892.5,18931.5,18837.5,18838.5,1620,,,,,
2017.04.05,4:00,18842.5,18871.5,18817.5,18847.5,1370,,,,,
2017.04.05,5:00,18851.5,18856.5,18837.5,18846.5,655,,,,,
2017.04.05,6:00,18846.5,18847.5,18771.5,18782.5,808,,,,,
2017.04.05,7:00,18783.5,18837.5,18762.5,18832.5,729,,,,,
2017.04.05,8:00,18831.5,18862.5,18812.5,18856.5,818,,,,,
2017.04.05,9:00,18852.5,18872.5,18837.5,18860.5,509,,,,,
2017.04.05,10:00,18860.5,18882.5,18840.5,18842.5,517,,,,,
2017.04.05,11:00,18838.5,18862.5,18832.5,18855.5,417,,,,,
2017.04.05,12:00,18857.5,18900.5,18855.5,18882.5,392,,,,,
2017.04.05,13:00,18883.5,18892.5,18877.5,18882.5,197,,,,,
2017.04.05,14:00,18884.5,18893.5,18867.5,18883.5,163,,,,,
2017.04.05,15:00,18882.5,18948.5,18872.5,18942.5,505,,,,,
2017.04.05,16:00,18948.5,19007.5,18937.5,18993.5,544,,,,,
2017.04.05,17:00,18987.5,19023.5,18967.5,18978.5,639,,,,,
2017.04.05,18:00,18977.5,18983.5,18932.5,18962.5,401,,,,,
2017.04.05,19:00,18962.5,18992.5,18957.5,18982.5,280,,,,,
2017.04.05,20:00,18982.5,18992.5,18972.5,18982.5,306,,,,,
2017.04.05,21:00,18978.5,19002.5,18877.5,18887.5,1280,,,,,
2017.04.05,22:00,18892.5,18902.5,18792.5,18797.5,1300,,,,,
2017.04.05,23:00,18798.5,18807.5,18777.5,18777.5,152,,,,,
2017.04.06,2:00,18757.5,18777.5,18737.5,18752.5,288,,,,,
2017.04.06,3:00,18752.5,18782.5,18632.5,18692.5,1983,,,,,
2017.04.06,4:00,18687.5,18707.5,18648.5,18682.5,1013,,,,,
2017.04.06,5:00,18672.5,18682.5,18547.5,18617.5,915,,,,,
2017.04.06,6:00,18612.5,18617.5,18552.5,18567.5,952,,,,,
2017.04.06,7:00,18568.5,18587.5,18522.5,18587.5,830,,,,,
2017.04.06,8:00,18587.5,18587.5,18522.5,18577.5,943,,,,,
2017.04.06,9:00,18577.5,18667.5,18567.5,18642.5,584,,,,,
2017.04.06,10:00,18642.5,18662.5,18602.5,18632.5,606,,,,,
2017.04.06,11:00,18627.5,18692.5,18622.5,18692.5,473,,,,,
2017.04.06,12:00,18697.5,18717.5,18687.5,18706.5,412,,,,,
2017.04.06,13:00,18706.5,18737.5,18706.5,18732.5,562,,,,,
2017.04.06,14:00,18731.5,18732.5,18702.5,18702.5,279,,,,,
2017.04.06,15:00,18707.5,18717.5,18677.5,18697.5,710,,,,,
2017.04.06,16:00,18701.5,18717.5,18651.5,18706.5,1917,,,,,
2017.04.06,17:00,18707.5,18747.5,18696.5,18720.5,2024,,,,,
2017.04.06,18:00,18720.5,18770.5,18718.5,18740.5,1267,,,,,
2017.04.06,19:00,18740.5,18745.5,18682.5,18700.5,544,,,,,
2017.04.06,20:00,18705.5,18750.5,18697.5,18717.5,218,,,,,
2017.04.06,21:00,18725.5,18735.5,18667.5,18670.5,481,,,,,
2017.04.06,22:00,18670.5,18725.5,18670.5,18722.5,809,,,,,
2017.04.06,23:00,18718.5,18722.5,18712.5,18717.5,119,,,,,
2017.04.07,2:00,18742.5,18762.5,18715.5,18717.5,301,,,,,
2017.04.07,3:00,18720.5,18770.5,18685.5,18735.5,2214,,,,,
2017.04.07,4:00,18740.5,18755.5,18544.5,18567.5,7127,,,,,
2017.04.07,5:00,18564.5,18593.5,18499.5,18589.5,4749,,,,,
2017.04.07,6:00,18588.5,18678.5,18587.5,18667.5,2162,,,,,
2017.04.07,7:00,18668.5,18718.5,18657.5,18678.5,1312,,,,,
2017.04.07,8:00,18682.5,18758.5,18618.5,18658.5,2720,,,,,
2017.04.07,9:00,18662.5,18728.5,18653.5,18693.5,1044,,,,,
2017.04.07,10:00,18693.5,18732.5,18673.5,18712.5,1080,,,,,
2017.04.07,11:00,18708.5,18712.5,18677.5,18693.5,503,,,,,
2017.04.07,12:00,18697.5,18702.5,18667.5,18687.5,496,,,,,
2017.04.07,13:00,18688.5,18717.5,18678.5,18702.5,372,,,,,
2017.04.07,14:00,18703.5,18722.5,18697.5,18707.5,360,,,,,
2017.04.07,15:00,18708.5,18712.5,18618.5,18687.5,2532,,,,,
2017.04.07,16:00,18688.5,18782.5,18687.5,18717.5,2238,,,,,
2017.04.07,17:00,18717.5,18752.5,18707.5,18712.5,1998,,,,,
2017.04.07,18:00,18712.5,18737.5,18692.5,18722.5,1531,,,,,
2017.04.07,19:00,18717.5,18777.5,18717.5,18777.5,821,,,,,
2017.04.07,20:00,18773.5,18818.5,18762.5,18813.5,1360,,,,,
2017.04.07,21:00,18813.5,18842.5,18777.5,18778.5,839,,,,,
2017.04.07,22:00,18777.5,18802.5,18772.5,18797.5,710,,,,,
2017.04.07,23:00,18793.5,18797.5,18773.5,18777.5,69,,,,,
2017.04.10,2:00,18812.5,18827.5,18786.5,18787.5,330,,,,,
2017.04.10,3:00,18782.5,18832.5,18776.5,18812.5,1264,,,,,
2017.04.10,4:00,18816.5,18846.5,18751.5,18791.5,1162,,,,,
2017.04.10,5:00,18787.5,18802.5,18767.5,18776.5,556,,,,,
2017.04.10,6:00,18772.5,18796.5,18771.5,18781.5,308,,,,,
2017.04.10,7:00,18782.5,18786.5,18761.5,18781.5,412,,,,,
2017.04.10,8:00,18769.5,18816.5,18769.5,18791.5,758,,,,,
2017.04.10,9:00,18787.5,18801.5,18776.5,18781.5,369,,,,,
2017.04.10,10:00,18777.5,18786.5,18761.5,18766.5,487,,,,,
2017.04.10,11:00,18762.5,18786.5,18761.5,18771.5,330,,,,,
2017.04.10,12:00,18767.5,18771.5,18726.5,18726.5,262,,,,,
2017.04.10,13:00,18722.5,18751.5,18721.5,18737.5,385,,,,,
2017.04.10,14:00,18741.5,18766.5,18736.5,18761.5,251,,,,,
2017.04.10,15:00,18762.5,18776.5,18756.5,18756.5,228,,,,,
2017.04.10,16:00,18757.5,18791.5,18755.5,18772.5,557,,,,,
2017.04.10,17:00,18776.5,18796.5,18766.5,18767.5,762,,,,,
2017.04.10,18:00,18766.5,18781.5,18711.5,18721.5,769,,,,,
2017.04.10,19:00,18724,18751.5,18686.5,18751.5,518,,,,,
2017.04.10,20:00,18747.5,18766.5,18741.5,18751.5,365,,,,,
2017.04.10,21:00,18747.5,18761.5,18726.5,18756.5,886,,,,,
2017.04.10,22:00,18752.5,18766.5,18716.5,18736.5,894,,,,,
2017.04.10,23:00,18732.5,18747.5,18731.5,18746.5,103,,,,,
2017.04.11,2:00,18731.5,18737.5,18686.5,18692.5,247,,,,,
2017.04.11,3:00,18696.5,18757.5,18671.5,18731.5,1035,,,,,
2017.04.11,4:00,18732.5,18746.5,18711.5,18711.5,640,,,,,
2017.04.11,5:00,18712.5,18716.5,18652.5,18661.5,765,,,,,
2017.04.11,6:00,18657.5,18691.5,18636.5,18686.5,588,,,,,
2017.04.11,7:00,18682.5,18691.5,18646.5,18686.5,583,,,,,
2017.04.11,8:00,18682.5,18726.5,18671.5,18726.5,688,,,,,
2017.04.11,9:00,18727.5,18731.5,18671.5,18676.5,381,,,,,
2017.04.11,10:00,18672.5,18706.5,18656.5,18701.5,614,,,,,
2017.04.11,11:00,18697.5,18716.5,18686.5,18702.5,585,,,,,
2017.04.11,12:00,18706.5,18726.5,18701.5,18726.5,573,,,,,
2017.04.11,13:00,18721.5,18736.5,18716.5,18731.5,178,,,,,
2017.04.11,14:00,18727.5,18736.5,18721.5,18721.5,512,,,,,
2017.04.11,15:00,18722.5,18722.5,18696.5,18701.5,228,,,,,
2017.04.11,16:00,18697.5,18701.5,18641.5,18676.5,1894,,,,,
2017.04.11,17:00,18677.5,18687.5,18541.5,18566.5,2824,,,,,
2017.04.11,18:00,18562.5,18602.5,18551.5,18597.5,1109,,,,,
2017.04.11,19:00,18601.5,18635.5,18586.5,18620.5,253,,,,,
2017.04.11,20:00,18630.5,18645.5,18593.5,18603.5,165,,,,,
2017.04.11,21:00,18608.5,18623.5,18583.5,18612.5,279,,,,,
2017.04.11,22:00,18607.5,18621.5,18583.5,18621.5,165,,,,,
2017.04.11,23:00,18627.5,18636.5,18627.5,18636.5,26,,,,,
2017.04.12,2:00,18621.5,18631.5,18581.5,18581.5,376,,,,,
2017.04.12,3:00,18577.5,18596.5,18499.5,18504.5,1804,,,,,
2017.04.12,4:00,18501.5,18538.5,18451.5,18518.5,2427,,,,,
2017.04.12,5:00,18518.5,18523.5,18483.5,18501.5,639,,,,,
2017.04.12,6:00,18498.5,18526.5,18486.5,18513.5,820,,,,,
2017.04.12,7:00,18516.5,18538.5,18492.5,18513.5,787,,,,,
2017.04.12,8:00,18516.5,18526.5,18486.5,18526.5,1073,,,,,
2017.04.12,9:00,18531.5,18576.5,18526.5,18568.5,809,,,,,
2017.04.12,10:00,18571.5,18616.5,18556.5,18596.5,745,,,,,
2017.04.12,11:00,18597.5,18597.5,18571.5,18583.5,535,,,,,
2017.04.12,12:00,18581.5,18596.5,18562.5,18566.5,353,,,,,
2017.04.12,13:00,18563.5,18576.5,18527.5,18541.5,336,,,,,
2017.04.12,14:00,18537.5,18551.5,18531.5,18542.5,344,,,,,
2017.04.12,15:00,18546.5,18546.5,18516.5,18521.5,448,,,,,
2017.04.12,16:00,18523.5,18561.5,18506.5,18546.5,1118,,,,,
2017.04.12,17:00,18551.5,18551.5,18501.5,18507.5,1569,,,,,
2017.04.12,18:00,18511.5,18526.5,18466.5,18486.5,793,,,,,
2017.04.12,19:00,18489,18521.5,18481.5,18511.5,404,,,,,
2017.04.12,20:00,18516.5,18566.5,18511.5,18566.5,874,,,,,
2017.04.12,21:00,18567.5,18571.5,18531.5,18556.5,1011,,,,,
2017.04.12,22:00,18556.5,18566.5,18471.5,18471.5,2446,,,,,
2017.04.12,23:00,18472.5,18481.5,18456.5,18461.5,77,,,,,
2017.04.13,2:00,18426.5,18431.5,18376.5,18381.5,409,,,,,
2017.04.13,3:00,18384,18397.5,18321.5,18331.5,1726,,,,,
2017.04.13,4:00,18328.5,18381.5,18296.5,18336.5,1712,,,,,
2017.04.13,5:00,18338.5,18366.5,18321.5,18336.5,880,,,,,
2017.04.13,6:00,18332.5,18361.5,18332.5,18352.5,715,,,,,
2017.04.13,7:00,18356.5,18362.5,18331.5,18346.5,497,,,,,
2017.04.13,8:00,18342.5,18446.5,18341.5,18426.5,1108,,,,,
2017.04.13,9:00,18426.5,18436.5,18387.5,18421.5,758,,,,,
2017.04.13,10:00,18422.5,18426.5,18351.5,18366.5,953,,,,,
2017.04.13,11:00,18367.5,18371.5,18326.5,18351.5,573,,,,,
2017.04.13,12:00,18348.5,18353.5,18331.5,18337.5,211,,,,,
2017.04.13,13:00,18341.5,18356.5,18331.5,18351.5,322,,,,,
2017.04.13,14:00,18347.5,18356.5,18336.5,18353.5,428,,,,,
2017.04.13,15:00,18353.5,18371.5,18352.5,18357.5,475,,,,,
2017.04.13,16:00,18361.5,18411.5,18357.5,18397.5,957,,,,,
2017.04.13,17:00,18396.5,18421.5,18371.5,18381.5,1320,,,,,
2017.04.13,18:00,18382.5,18401.5,18381.5,18396.5,635,,,,,
2017.04.13,19:00,18392.5,18396.5,18346.5,18357.5,654,,,,,
2017.04.13,20:00,18356.5,18356.5,18331.5,18341.5,826,,,,,
2017.04.13,21:00,18342.5,18366.5,18337.5,18361.5,604,,,,,
2017.04.13,22:00,18364,18366.5,18331.5,18331.5,550,,,,,
2017.04.13,23:00,18334,18341.5,18327.5,18341.5,98,,,,,
2017.04.17,2:00,18267.5,18271.5,18192.5,18227.5,356,,,,,
2017.04.17,3:00,18226.5,18306.5,18217.5,18271.5,809,,,,,
2017.04.17,4:00,18272.5,18276.5,18216.5,18236.5,489,,,,,
2017.04.17,5:00,18237.5,18281.5,18226.5,18271.5,482,,,,,
2017.04.17,6:00,18276.5,18341.5,18267.5,18311.5,359,,,,,
2017.04.17,7:00,18307.5,18346.5,18286.5,18291.5,275,,,,,
2017.04.17,8:00,18296.5,18346.5,18291.5,18344.5,506,,,,,
2017.04.17,9:00,18344.5,18344.5,18304.5,18306.5,193,,,,,
2017.04.17,10:00,18296.5,18321.5,18276.5,18303.5,179,,,,,
2017.04.17,11:00,18306.5,18311.5,18296.5,18301.5,88,,,,,
2017.04.17,12:00,18297.5,18302.5,18286.5,18301.5,56,,,,,
2017.04.17,13:00,18298.5,18306.5,18297.5,18302.5,62,,,,,
2017.04.17,14:00,18303.5,18341.5,18298.5,18341.5,108,,,,,
2017.04.17,15:00,18337.5,18362.5,18326.5,18357.5,365,,,,,
2017.04.17,16:00,18352.5,18361.5,18336.5,18351.5,372,,,,,
2017.04.17,17:00,18349.5,18356.5,18321.5,18341.5,315,,,,,
2017.04.17,18:00,18342.5,18376.5,18336.5,18357.5,459,,,,,
2017.04.17,19:00,18356.5,18372.5,18356.5,18366.5,377,,,,,
2017.04.17,20:00,18367.5,18376.5,18361.5,18362.5,295,,,,,
2017.04.17,21:00,18361.5,18406.5,18361.5,18398.5,339,,,,,
2017.04.17,22:00,18396.5,18469,18393.5,18456.5,847,,,,,
2017.04.17,23:00,18452.5,18466.5,18451.5,18466.5,39,,,,,
2017.04.18,2:00,18477.5,18482.5,18461.5,18471.5,305,,,,,
2017.04.18,3:00,18474,18531.5,18442.5,18446.5,1213,,,,,
