,,0,h,l,c,,,EMA12,EMA26,DIF,DEA
2018.01.22,6:00,23757.75,23763.75,23708.75,23733.75,266,,,,,
2018.01.22,7:00,23733.75,23783.75,23727.75,23783.75,265,,,,,
2018.01.22,8:00,23793.75,23813.75,23783.75,23804.95,221,,,,,
2018.01.22,9:00,23809.95,23814.95,23777.95,23779.95,184,,,,,
2018.01.22,10:00,23779.95,23819.95,23773.95,23804.95,283,,,,,
2018.01.22,11:00,23802.95,23804.95,23779.95,23789.95,290,,,,,
2018.01.22,12:00,23789.95,23794.95,23773.95,23789.95,206,,,,,
2018.01.22,13:00,23789.95,23804.95,23788.95,23799.95,109,,,,,
2018.01.22,14:00,23799.95,23804.95,23789.95,23804.95,124,,,,,
2018.01.22,15:00,23804.95,23814.95,23794.95,23799.95,185,,,,,
2018.01.22,16:00,23794.95,23849.95,23779.95,23844.95,419,,,,,
2018.01.22,17:00,23844.95,23884.95,23832.95,23837.95,631,,,,,
2018.01.22,18:00,23834.95,23924.95,23829.95,23919.95,873,,,,,
2018.01.22,19:00,23917.95,23929.95,23899.95,23914.95,635,,,,,
2018.01.22,20:00,23912.95,23939.95,23904.95,23934.95,264,,,,,
2018.01.22,21:00,23934.95,23939.95,23909.95,23914.95,227,,,,,
2018.01.22,22:00,23912.95,23949.95,23904.95,23944.95,211,,,,,
2018.01.22,23:00,23939.95,23954.95,23939.95,23951.95,50,,,,,
2018.01.23,2:00,23922.95,23969.95,23908.95,23939.95,503,,,,,
2018.01.23,3:00,23934.95,24079.95,23932.95,24054.95,681,,,,,
2018.01.23,4:00,24049.95,24059.95,24012.95,24019.95,663,,,,,
2018.01.23,5:00,24019.95,24079.95,23954.95,24064.95,1308,,,,,
2018.01.23,6:00,24062.95,24124.95,24059.95,24084.95,715,,,,,
2018.01.23,7:00,24087.95,24121.95,24083.95,24109.95,531,,,,,
2018.01.23,8:00,24109.95,24184.95,24104.95,24149.95,450,,,,,
2018.01.23,9:00,24149.95,24172.95,24133.95,24159.95,436,,,,,
2018.01.23,10:00,24154.95,24159.95,24088.95,24094.95,569,,,,,
2018.01.23,11:00,24094.95,24109.95,24069.95,24104.95,377,,,,,
2018.01.23,12:00,24099.95,24104.95,24082.95,24089.95,249,,,,,
2018.01.23,13:00,24089.95,24089.95,23937.95,23994.95,904,,,,,
2018.01.23,14:00,23994.95,24024.95,23979.95,24014.95,446,,,,,
2018.01.23,15:00,24014.95,24044.95,23988.95,23999.95,465,,,,,
2018.01.23,16:00,23997.95,24044.95,23969.95,23989.95,1060,,,,,
2018.01.23,17:00,23984.95,24069.95,23974.95,24064.95,1452,,,,,
2018.01.23,18:00,24064.95,24079.95,23994.95,24009.95,764,,,,,
2018.01.23,19:00,24007.95,24014.95,23993.95,24014.95,290,,,,,
2018.01.23,20:00,24012.95,24042.95,24004.95,24039.95,240,,,,,
2018.01.23,21:00,24034.95,24039.95,23983.95,24014.95,395,,,,,
2018.01.23,22:00,24019.95,24039.95,23998.95,24022.95,365,,,,,
2018.01.23,23:00,24019.95,24024.95,24004.95,24014.95,50,,,,,
2018.01.24,2:00,23994.95,24059.95,23994.95,24024.95,693,,,,,
2018.01.24,3:00,24019.95,24054.95,23989.95,23994.95,741,,,,,
2018.01.24,4:00,23992.95,24004.95,23938.95,23959.95,729,,,,,
2018.01.24,5:00,23959.95,23989.95,23948.95,23969.95,373,,,,,
2018.01.24,6:00,23969.95,23979.95,23898.95,23914.95,691,,,,,
2018.01.24,7:00,23917.95,23959.95,23913.95,23929.95,392,,,,,
2018.01.24,8:00,23929.95,23969.95,23879.95,23954.95,291,,,,,
2018.01.24,9:00,23954.95,23964.95,23923.95,23937.95,244,,,,,
2018.01.24,10:00,23933.95,23954.95,23894.95,23904.95,571,,,,,
2018.01.24,11:00,23902.95,23904.95,23833.95,23864.95,512,,,,,
2018.01.24,12:00,23864.95,23879.95,23844.95,23849.95,276,,,,,
2018.01.24,13:00,23847.95,23849.95,23799.95,23829.95,396,,,,,
2018.01.24,14:00,23829.95,23849.95,23827.95,23844.95,288,,,,,
2018.01.24,15:00,23842.95,23874.95,23814.95,23864.95,599,,,,,
2018.01.24,16:00,23862.95,23869.95,23809.95,23819.95,897,,,,,
2018.01.24,17:00,23817.95,23839.95,23769.95,23789.95,1039,,,,,
2018.01.24,18:00,23789.95,23794.95,23672.95,23719.95,1832,,,,,
2018.01.24,19:00,23717.95,23744.95,23642.95,23688.95,1291,,,,,
2018.01.24,20:00,23689.95,23719.95,23599.95,23689.95,1646,,,,,
2018.01.24,21:00,23689.95,23739.95,23669.95,23719.95,826,,,,,
2018.01.24,22:00,23719.95,23769.95,23708.95,23734.95,882,,,,,
2018.01.24,23:00,23734.95,23749.95,23733.95,23749.95,106,,,,,
2018.01.25,2:00,23731.95,23809.95,23674.95,23789.95,920,,,,,
2018.01.25,3:00,23789.95,23819.95,23744.95,23744.95,799,,,,,
2018.01.25,4:00,23742.95,23754.95,23664.95,23674.95,771,,,,,
2018.01.25,5:00,23674.95,23719.95,23663.95,23704.95,565,,,,,
2018.01.25,6:00,23704.95,23729.95,23629.95,23664.95,535,,,,,
2018.01.25,7:00,23658.95,23684.95,23639.95,23659.95,486,,,,,
2018.01.25,8:00,23659.95,23694.95,23649.95,23669.95,300,,,,,
2018.01.25,9:00,23674.95,23724.95,23634.95,23654.95,622,,,,,
2018.01.25,10:00,23654.95,23724.95,23647.95,23704.95,670,,,,,
2018.01.25,11:00,23699.95,23709.95,23678.95,23704.95,335,,,,,
2018.01.25,12:00,23704.95,23744.95,23689.95,23734.95,290,,,,,
2018.01.25,13:00,23732.95,23734.95,23688.95,23734.95,431,,,,,
2018.01.25,14:00,23737.95,23759.95,23737.95,23739.95,235,,,,,
2018.01.25,15:00,23744.95,23744.95,23658.95,23659.95,1003,,,,,
2018.01.25,16:00,23654.95,23672.95,23542.95,23564.95,2484,,,,,
2018.01.25,17:00,23562.95,23574.95,23484.95,23534.95,2173,,,,,
2018.01.25,18:00,23532.95,23579.95,23518.95,23559.95,1496,,,,,
2018.01.25,19:00,23559.95,23602.95,23539.95,23554.95,1015,,,,,
2018.01.25,20:00,23549.95,23554.95,23452.95,23494.95,1098,,,,,
2018.01.25,21:00,23492.95,23659.95,23489.95,23609.95,2598,,,,,
2018.01.25,22:00,23609.95,23619.95,23577.95,23609.95,895,,,,,
2018.01.25,23:00,23604.95,23614.95,23598.95,23614.95,41,,,,,
2018.01.26,2:00,23734.95,23784.95,23679.95,23684.95,886,,,,,
2018.01.26,3:00,23678.95,23729.95,23659.95,23684.95,874,,,,,
2018.01.26,4:00,23684.95,23709.95,23559.95,23599.95,835,,,,,
2018.01.26,5:00,23599.95,23679.95,23599.95,23624.95,606,,,,,
2018.01.26,6:00,23624.95,23644.95,23579.95,23634.95,414,,,,,
2018.01.26,7:00,23634.95,23656.95,23599.95,23599.95,477,,,,,
2018.01.26,8:00,23597.95,23644.95,23593.95,23594.95,460,,,,,
2018.01.26,9:00,23594.95,23599.95,23544.95,23569.95,488,,,,,
2018.01.26,10:00,23569.95,23604.95,23557.95,23589.95,620,,,,,
2018.01.26,11:00,23587.95,23639.95,23583.95,23617.95,385,,,,,
2018.01.26,12:00,23614.95,23669.95,23613.95,23669.95,284,,,,,
2018.01.26,13:00,23664.95,23714.95,23643.95,23714.95,383,,,,,
2018.01.26,14:00,23708.95,23714.95,23678.95,23704.95,481,,,,,
2018.01.26,15:00,23702.95,23734.95,23673.95,23724.95,1018,,,,,
2018.01.26,16:00,23724.95,23754.95,23643.95,23654.95,1803,,,,,
2018.01.26,17:00,23652.95,23664.95,23567.95,23574.95,1543,,,,,
2018.01.26,18:00,23574.95,23624.95,23559.95,23599.95,1361,,,,,
2018.01.26,19:00,23597.95,23644.95,23577.95,23634.95,697,,,,,
2018.01.26,20:00,23634.95,23674.95,23624.95,23664.95,508,,,,,
2018.01.26,21:00,23662.95,23739.95,23647.95,23684.95,1275,,,,,
2018.01.26,22:00,23678.95,23749.95,23677.95,23744.95,479,,,,,
2018.01.26,23:00,23742.95,23742.95,23702.95,23734.95,112,,,,,
2018.01.29,2:00,23717.95,23777.95,23666.95,23752.95,942,,,,,
2018.01.29,3:00,23752.95,23762.95,23717.95,23727.95,779,,,,,
2018.01.29,4:00,23722.95,23752.95,23686.95,23697.95,486,,,,,
2018.01.29,5:00,23697.95,23702.95,23562.95,23607.95,909,,,,,
2018.01.29,6:00,23612.95,23647.95,23601.95,23632.95,310,,,,,
2018.01.29,7:00,23632.95,23657.95,23592.95,23607.95,505,,,,,
2018.01.29,8:00,23607.95,23627.95,23592.95,23612.95,276,,,,,
2018.01.29,9:00,23612.95,23642.95,23587.95,23592.95,478,,,,,
2018.01.29,10:00,23587.95,23592.95,23535.95,23542.95,544,,,,,
2018.01.29,11:00,23540.95,23577.95,23497.95,23507.95,561,,,,,
2018.01.29,12:00,23505.95,23532.95,23477.95,23532.95,691,,,,,
2018.01.29,13:00,23527.95,23547.95,23517.95,23537.95,350,,,,,
2018.01.29,14:00,23532.95,23537.95,23506.95,23527.95,448,,,,,
2018.01.29,15:00,23525.95,23542.95,23512.95,23520.95,540,,,,,
2018.01.29,16:00,23522.95,23562.95,23505.95,23557.95,956,,,,,
2018.01.29,17:00,23557.95,23567.95,23506.95,23537.95,1511,,,,,
2018.01.29,18:00,23535.95,23587.95,23522.95,23552.95,1553,,,,,
2018.01.29,19:00,23550.95,23597.95,23541.95,23592.95,788,,,,,
2018.01.29,20:00,23592.95,23597.95,23561.95,23562.95,556,,,,,
2018.01.29,21:00,23562.95,23572.95,23536.95,23562.95,585,,,,,
2018.01.29,22:00,23556.95,23577.95,23502.95,23527.95,911,,,,,
2018.01.29,23:00,23527.95,23547.95,23527.95,23542.95,69,,,,,
2018.01.30,2:00,23557.95,23567.95,23482.95,23522.95,879,,,,,
2018.01.30,3:00,23517.95,23525.95,23407.95,23442.95,1150,,,,,
2018.01.30,4:00,23447.95,23492.95,23426.95,23477.95,719,,,,,
2018.01.30,5:00,23475.95,23477.95,23322.95,23327.95,901,,,,,
2018.01.30,6:00,23332.95,23347.95,23216.95,23277.95,1590,,,,,
2018.01.30,7:00,23275.95,23317.95,23247.95,23272.95,873,,,,,
2018.01.30,8:00,23272.95,23332.95,23257.95,23332.95,487,,,,,
2018.01.30,9:00,23330.95,23330.95,23276.95,23297.95,621,,,,,
2018.01.30,10:00,23297.95,23332.95,23270.95,23272.95,949,,,,,
2018.01.30,11:00,23270.95,23302.95,23255.95,23297.95,567,,,,,
2018.01.30,12:00,23295.95,23297.95,23211.95,23222.95,758,,,,,
2018.01.30,13:00,23216.95,23247.95,23197.95,23222.95,363,,,,,
2018.01.30,14:00,23227.95,23257.95,23212.95,23237.95,560,,,,,
2018.01.30,15:00,23237.95,23257.95,23192.95,23192.95,695,,,,,
2018.01.30,16:00,23192.95,23217.95,23127.95,23137.95,2233,,,,,
2018.01.30,17:00,23137.95,23232.95,23096.95,23222.95,2622,,,,,
2018.01.30,18:00,23220.95,23252.95,23171.95,23177.95,1975,,,,,
2018.01.30,19:00,23177.95,23212.95,23166.95,23187.95,1124,,,,,
2018.01.30,20:00,23181.95,23212.95,23146.95,23197.95,936,,,,,
2018.01.30,21:00,23197.95,23227.95,23157.95,23172.95,1146,,,,,
2018.01.30,22:00,23170.95,23272.95,23166.95,23192.95,1021,,,,,
2018.01.30,23:00,23192.95,23212.95,23181.95,23192.95,191,,,,,
2018.01.31,2:00,23182.95,23287.95,23171.95,23242.95,1228,,,,,
2018.01.31,3:00,23240.95,23307.95,23221.95,23232.95,1230,,,,,
2018.01.31,4:00,23230.95,23267.95,23207.95,23222.95,916,,,,,
2018.01.31,5:00,23222.95,23367.95,23222.95,23347.95,958,,,,,
2018.01.31,6:00,23342.95,23362.95,23292.95,23327.95,619,,,,,
2018.01.31,7:00,23325.95,23332.95,23102.95,23107.95,1015,,,,,
2018.01.31,8:00,23105.95,23132.95,23075.95,23112.95,549,,,,,
2018.01.31,9:00,23112.95,23162.95,23112.95,23157.95,394,,,,,
2018.01.31,10:00,23155.95,23217.95,23147.95,23207.95,691,,,,,
2018.01.31,11:00,23205.95,23212.95,23161.95,23182.95,568,,,,,
2018.01.31,12:00,23177.95,23192.95,23156.95,23187.95,394,,,,,
2018.01.31,13:00,23187.95,23222.95,23166.95,23187.95,430,,,,,
2018.01.31,14:00,23187.95,23252.95,23172.95,23247.95,420,,,,,
2018.01.31,15:00,23250.95,23252.95,23217.95,23237.95,677,,,,,
2018.01.31,16:00,23232.95,23262.95,23187.95,23212.95,1000,,,,,
2018.01.31,17:00,23210.95,23232.95,23175.95,23212.95,1601,,,,,
2018.01.31,18:00,23206.95,23287.95,23196.95,23272.95,1033,,,,,
2018.01.31,19:00,23267.95,23332.95,23266.95,23307.95,876,,,,,
2018.01.31,20:00,23307.95,23337.95,23301.95,23312.95,707,,,,,
2018.01.31,21:00,23312.95,23332.95,23216.95,23222.95,2600,,,,,
2018.01.31,22:00,23220.95,23302.95,23182.95,23247.95,1724,,,,,
2018.01.31,23:00,23247.95,23307.95,23241.95,23267.95,293,,,,,
2018.02.01,2:00,23277.95,23307.95,23217.95,23267.95,1117,,,,,
2018.02.01,3:00,23272.95,23422.95,23266.95,23406.95,1511,,,,,
2018.02.01,4:00,23407.95,23427.95,23376.95,23397.95,887,,,,,
2018.02.01,5:00,23397.95,23442.95,23372.95,23387.95,560,,,,,
2018.02.01,6:00,23382.95,23422.95,23337.95,23402.95,587,,,,,
2018.02.01,7:00,23397.95,23487.95,23382.95,23472.95,585,,,,,
2018.02.01,8:00,23472.95,23477.95,23416.95,23447.95,481,,,,,
2018.02.01,9:00,23447.95,23480.95,23447.95,23470.95,569,,,,,
2018.02.01,10:00,23467.95,23487.95,23441.95,23462.95,634,,,,,
2018.02.01,11:00,23457.95,23482.95,23437.95,23442.95,579,,,,,
2018.02.01,12:00,23442.95,23477.95,23441.95,23455.95,417,,,,,
2018.02.01,13:00,23452.95,23462.95,23431.95,23447.95,498,,,,,
2018.02.01,14:00,23445.95,23451.95,23411.95,23421.95,571,,,,,
2018.02.01,15:00,23420.95,23430.95,23261.95,23292.95,1565,,,,,
2018.02.01,16:00,23292.95,23377.95,23231.95,23357.95,2112,,,,,
2018.02.01,17:00,23357.95,23387.95,23281.95,23317.95,2031,,,,,
2018.02.01,18:00,23317.95,23437.95,23311.95,23432.95,1748,,,,,
2018.02.01,19:00,23432.95,23437.95,23371.95,23397.95,1164,,,,,
2018.02.01,20:00,23397.95,23452.95,23367.95,23377.95,900,,,,,
2018.02.01,21:00,23371.95,23387.95,23316.95,23382.95,1573,,,,,
2018.02.01,22:00,23381.95,23382.95,23266.95,23322.95,1528,,,,,
2018.02.01,23:00,23322.95,23327.95,23287.95,23287.95,298,,,,,
2018.02.02,2:00,23327.95,23332.95,23227.95,23262.95,1134,,,,,
2018.02.02,3:00,23256.95,23292.95,23106.95,23157.95,2140,,,,,
2018.02.02,4:00,23157.95,23222.95,23141.95,23212.95,1139,,,,,
2018.02.02,5:00,23212.95,23242.95,23167.95,23167.95,733,,,,,
2018.02.02,6:00,23167.95,23322.95,23157.95,23306.95,975,,,,,
2018.02.02,7:00,23306.95,23332.95,23237.95,23262.95,705,,,,,
2018.02.02,8:00,23261.95,23347.95,23257.95,23342.95,464,,,,,
2018.02.02,9:00,23336.95,23347.95,23287.95,23317.95,542,,,,,
2018.02.02,10:00,23316.95,23321.95,23226.95,23232.95,991,,,,,
2018.02.02,11:00,23232.95,23262.95,23187.95,23197.95,1133,,,,,
2018.02.02,12:00,23196.95,23212.95,23151.95,23187.95,889,,,,,
2018.02.02,13:00,23187.95,23227.95,23181.95,23202.95,554,,,,,
2018.02.02,14:00,23201.95,23237.95,23197.95,23217.95,486,,,,,
2018.02.02,15:00,23216.95,23297.95,23196.95,23267.95,1665,,,,,
2018.02.02,16:00,23266.95,23292.95,23207.95,23237.95,2253,,,,,
2018.02.02,17:00,23236.95,23282.95,23162.95,23252.95,2283,,,,,
2018.02.02,18:00,23251.95,23252.95,23161.95,23172.95,1983,,,,,
2018.02.02,19:00,23171.95,23217.95,23152.95,23157.95,1326,,,,,
2018.02.02,20:00,23156.95,23162.95,23107.95,23137.95,1782,,,,,
2018.02.02,21:00,23137.95,23147.95,23031.95,23032.95,2210,,,,,
2018.02.02,22:00,23031.95,23067.95,22957.95,22967.95,2277,,,,,
2018.02.02,23:00,22959.95,22997.95,22937.95,22962.95,481,,,,,
2018.02.05,2:00,22791.95,22846.95,22694.95,22756.95,2067,,,,,
2018.02.05,3:00,22751.95,22781.95,22656.95,22676.95,1881,,,,,
2018.02.05,4:00,22671.95,22726.95,22566.95,22616.95,1203,,,,,
2018.02.05,5:00,22621.95,22712.95,22616.95,22676.95,1108,,,,,
2018.02.05,6:00,22676.95,22752.95,22639.95,22712.95,1019,,,,,
2018.02.05,7:00,22712.95,22786.95,22676.95,22686.95,918,,,,,
2018.02.05,8:00,22686.95,22711.95,22636.95,22686.95,593,,,,,
2018.02.05,9:00,22691.95,22751.95,22676.95,22681.95,714,,,,,
2018.02.05,10:00,22676.95,22681.95,22591.95,22636.95,1136,,,,,
2018.02.05,11:00,22641.95,22706.95,22636.95,22681.95,684,,,,,
2018.02.05,12:00,22681.95,22691.95,22631.95,22646.95,467,,,,,
2018.02.05,13:00,22646.95,22651.95,22501.95,22511.95,1004,,,,,
2018.02.05,14:00,22511.95,22511.95,22356.95,22436.95,1529,,,,,
2018.02.05,15:00,22431.95,22536.95,22421.95,22516.95,1506,,,,,
2018.02.05,16:00,22516.95,22551.95,22421.95,22546.95,1792,,,,,
